name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
Physical Science E Wing,409,30406865,,university,,,,"POLYGON ((-111.9318378 33.4215698, -111.9318365 33.4215205, -111.931836 33.4215146, -111.9319093 33.4215144, -111.9319115 33.4214943, -111.9322674 33.4214909, -111.9322682 33.4215487, -111.9323741 33.4215464, -111.9324749 33.4215464, -111.9325598 33.4215467, -111.932563 33.421781, -111.9323187 33.4217814, -111.9323154 33.4217214, -111.932369 33.4217208, -111.932371 33.4217041, -111.9323551 33.4217035, -111.9323527 33.4216666, -111.9322557 33.4216671, -111.9322589 33.4217283, -111.9322502 33.4217557, -111.9322354 33.4217713, -111.9322139 33.4217823, -111.9321889 33.4217853, -111.9321722 33.4217852, -111.9321449 33.421776, -111.9321258 33.4217589, -111.9321177 33.4217364, -111.9319222 33.421737, -111.931924 33.4217704, -111.9318408 33.4217714, -111.9318378 33.4215698))","POINT (-111.93218884616266 33.4216370482433)",,
Wexler Hall,410,30407086,,university,,,,"POLYGON ((-111.9323146 33.4207419, -111.9323136 33.4206985, -111.9322762 33.4206977, -111.9322762 33.4206759, -111.9321991 33.4206766, -111.9321991 33.420684, -111.9321354 33.420684, -111.9321361 33.420578, -111.9321362 33.4205578, -111.9321344 33.4205261, -111.9321634 33.4205255, -111.9321901 33.4205241, -111.9321902 33.4204855, -111.9322474 33.420485, -111.9322477 33.4205017, -111.9322747 33.4205017, -111.9322741 33.4204712, -111.9322756 33.4204508, -111.9324955 33.4204435, -111.9324957 33.4204703, -111.9325774 33.4204698, -111.932578 33.4205228, -111.9325203 33.4205233, -111.9325204 33.4205335, -111.9325744 33.4205331, -111.9325745 33.4205394, -111.9325761 33.4206965, -111.9324907 33.4206968, -111.9324903 33.4207397, -111.9323146 33.4207419))","POINT (-111.93237045851143 33.420589430203016)",,
Chuparosa Hall,411,30407982,,residential,,,,"POLYGON ((-111.9299338 33.4151913, -111.9299336 33.4150357, -111.9301123 33.4150356, -111.9301125 33.4151915, -111.9302754 33.4151914, -111.930275 33.4148974, -111.9297654 33.4148978, -111.9297657 33.4151915, -111.9299338 33.4151913))","POINT (-111.9300198390312 33.415028757121824)",,
Mohave Hall,412,30408013,,residential,,,,"POLYGON ((-111.9292693 33.4157326, -111.9294267 33.4157322, -111.9299646 33.415731, -111.9299651 33.4158687, -111.9292698 33.4158704, -111.9292693 33.4157326))","POINT (-111.9296171492099 33.41580066567631)",,
,413,30420868,,ramada,,,,"POLYGON ((-111.9301383 33.4253093, -111.9302989 33.4254306, -111.9302942 33.4254986, -111.9300857 33.4255691, -111.930072 33.4255443, -111.9300628 33.4254718, -111.930077 33.4253967, -111.9301165 33.4253308, -111.9301383 33.4253093))","POINT (-111.93016734853109 33.425447857421545)",,
,414,30421071,,,,pitch,,"POLYGON ((-111.9246304 33.4244962, -111.9246304 33.424009, -111.9257033 33.424009, -111.9257033 33.4244962, -111.9246304 33.4244962))","POINT (-111.92516685 33.424252599999996)",,
KGC,415,30421300,,yes,,,,"POLYGON ((-111.922476 33.4267956, -111.922476 33.4268888, -111.9231198 33.4268888, -111.9231198 33.4267956, -111.922476 33.4267956))","POINT (-111.9227979 33.426842199999996)",,
University Center A,416,30421459,,university,,,,"POLYGON ((-111.9224675 33.4234675, -111.9224675 33.4232812, -111.92221 33.4232812, -111.9221242 33.4232024, -111.9221242 33.4229374, -111.9223559 33.4229374, -111.9223559 33.423095, -111.9224074 33.4231379, -111.9224503 33.4231379, -111.9224503 33.4226651, -111.922313 33.4225505, -111.922313 33.4225075, -111.9220469 33.4225075, -111.9220469 33.4225505, -111.921901 33.4226651, -111.9218924 33.4233457, -111.9219353 33.4233457, -111.9220383 33.4234245, -111.9220383 33.4234675, -111.9224675 33.4234675))","POINT (-111.92216189974302 33.4229782292036)",,
University Center B,417,30421471,,university,,,,"POLYGON ((-111.9213345 33.4235606, -111.921077 33.4233314, -111.9210255 33.4233743, -111.9209826 33.4233314, -111.9210255 33.4232955, -111.9208367 33.4231379, -111.9208367 33.422923, -111.9209826 33.422923, -111.9212229 33.4231236, -111.9212659 33.4230806, -111.9213174 33.4231165, -111.9212744 33.4231594, -111.9215319 33.4233815, -111.9214804 33.4234317, -111.9215663 33.4235033, -111.9214976 33.4235606, -111.9214118 33.4234961, -111.9213345 33.4235606))","POINT (-111.9211683789365 33.42324123741872)",,
Apache Parking Structure,418,65015456,,parking,parking,,,"POLYGON ((-111.934667 33.4159952, -111.9346689 33.4159532, -111.9346905 33.4159528, -111.9346913 33.4159047, -111.9346822 33.4150898, -111.9346782 33.415022, -111.9346232 33.4149797, -111.9333856 33.4149907, -111.9333671 33.4150403, -111.9333681 33.4151301, -111.933373 33.4155392, -111.9333744 33.41561, -111.9333789 33.4159615, -111.9334363 33.4159611, -111.9334366 33.4160055, -111.9338448 33.4160024, -111.934667 33.4159952))","POINT (-111.93403002846473 33.41549208949645)",,
,419,65405079,,,bus_station,,,"POLYGON ((-111.9365418 33.415984, -111.936583 33.415984, -111.9365774 33.4155219, -111.9365348 33.4155218, -111.9365418 33.415984))","POINT (-111.93655923173209 33.41575163941734)",,
Gammage Lawn,420,157628545,,,,park,,"POLYGON ((-111.9380326 33.4173744, -111.9368632 33.4173821, -111.9367787 33.4173168, -111.9367689 33.4172999, -111.9367562 33.4162713, -111.9370563 33.4162962, -111.9372572 33.416344, -111.9372759 33.4163558, -111.9372837 33.4163718, -111.9372854 33.4164685, -111.9372931 33.4165202, -111.9373042 33.4165592, -111.9373416 33.4166356, -111.9373998 33.4167101, -111.9374535 33.4167575, -111.9375177 33.4168005, -111.9376024 33.4168391, -111.9376734 33.4168592, -111.9377586 33.4168742, -111.9378628 33.4168755, -111.9378757 33.4168779, -111.9378849 33.4168836, -111.9379199 33.4169263, -111.9379551 33.4169821, -111.9379771 33.4170226, -111.9379969 33.4170722, -111.938009 33.4171219, -111.9380167 33.4171832, -111.9380326 33.4173744))","POINT (-111.93726804908839 33.41694202780406)",,
Tempe LDS Institute of Religion,421,221569491,,yes,place_of_worship,,,"POLYGON ((-111.9299513 33.4187011, -111.9298013 33.418702, -111.9298003 33.4185965, -111.9295613 33.4185979, -111.9295613 33.4185666, -111.9294643 33.4185667, -111.9294643 33.4185971, -111.9292593 33.4185984, -111.9292603 33.4187084, -111.9290899 33.4187099, -111.9290896 33.4188579, -111.9292293 33.4188572, -111.9292293 33.4188831, -111.9292543 33.418883, -111.9292543 33.4189783, -111.9294633 33.4189771, -111.9294633 33.4190031, -111.9295703 33.4190025, -111.9295693 33.4189746, -111.9297713 33.4189734, -111.9297713 33.4188796, -111.9298003 33.4188795, -111.9298003 33.4188575, -111.9299523 33.4188566, -111.9299513 33.4187011))","POINT (-111.92952205577527 33.4187845429229)",,
,422,256984983,,,,swimming_pool,,"POLYGON ((-111.9344121 33.4239747, -111.9344095 33.4237642, -111.9338761 33.4237688, -111.9338787 33.4239793, -111.9344121 33.4239747))","POINT (-111.9341441 33.423871749999996)",,
,423,256984985,,,,swimming_pool,,"POLYGON ((-111.9341605 33.4237109, -111.9339676 33.4237109, -111.9339676 33.4236379, -111.9339461 33.4236379, -111.9339461 33.4235094, -111.9341605 33.4235094, -111.9341605 33.4237109))","POINT (-111.9340569360951 33.42360772782156)",,
Vista Del Sol G,424,256986551,,residential,,,,"POLYGON ((-111.9304675 33.4138817, -111.9304285 33.4138818, -111.9304285 33.4139011, -111.9302345 33.4139013, -111.9302345 33.413856, -111.9302025 33.4138561, -111.9302035 33.4138962, -111.9300925 33.4138963, -111.9300925 33.4138451, -111.9300375 33.4138451, -111.9300375 33.4138889, -111.9299245 33.4138891, -111.9299245 33.4138508, -111.9299035 33.4138473, -111.9299025 33.4137451, -111.9299255 33.4137449, -111.9299255 33.4137043, -111.9300405 33.4137035, -111.9300415 33.413745, -111.9300735 33.4137448, -111.9300735 33.4136973, -111.9301995 33.4136964, -111.9301995 33.4137467, -111.9302435 33.4137464, -111.9302425 33.4137026, -111.9303175 33.413702, -111.9303165 33.4135795, -111.9302555 33.4135799, -111.9302545 33.4135382, -111.9301885 33.4135387, -111.9301885 33.4135808, -111.9301055 33.4135813, -111.9301055 33.4135328, -111.9300225 33.4135334, -111.9300225 33.4135839, -111.9299235 33.4135846, -111.9299235 33.4135479, -111.9298925 33.4135481, -111.9298915 33.4134461, -111.9299245 33.4134391, -111.9299245 33.4133988, -111.9300365 33.4133986, -111.9300365 33.4134529, -111.9300865 33.4134529, -111.9300865 33.4134093, -111.9301885 33.4134092, -111.9301885 33.4134527, -111.9302525 33.4134527, -111.9302525 33.4134091, -111.9304625 33.4134088, -111.9304625 33.4135389, -111.9304315 33.413539, -111.9304315 33.4135896, -111.9304895 33.4135895, -111.9304895 33.4137032, -111.9304375 33.4137032, -111.9304375 33.4137399, -111.9304845 33.4137399, -111.9304845 33.4138643, -111.9304675 33.4138643, -111.9304675 33.4138817))","POINT (-111.93021226155822 33.41365769502677)",,
,425,386276923,,roof,,,,"POLYGON ((-111.9217014 33.4230214, -111.9217016 33.4229137, -111.9213613 33.4229133, -111.9213612 33.4229672, -111.9214161 33.4229672, -111.9214161 33.4230211, -111.9217014 33.4230214))","POINT (-111.92154387550185 33.42296500769838)",,
,426,386277409,,roof,,,,"POLYGON ((-111.9210551 33.4236112, -111.9204878 33.4236124, -111.9204892 33.4235575, -111.920524 33.4235575, -111.920524 33.4235049, -111.9210001 33.4235049, -111.9209988 33.4235597, -111.9210551 33.4235597, -111.9210551 33.4236112))","POINT (-111.92076613437355 33.42356068912701)",,
,427,386278091,,roof,,outdoor_seating,,"POLYGON ((-111.9352357 33.4182191, -111.935231 33.4179975, -111.9351265 33.4179988, -111.9350227 33.4180001, -111.9349186 33.4180014, -111.9349226 33.4182231, -111.934985 33.4182198, -111.9351997 33.4182209, -111.9352357 33.4182191))","POINT (-111.93507732539952 33.4181100282207)",,
,428,544152057,,,parking,,,"POLYGON ((-111.9359481 33.4218384, -111.9355556 33.4218408, -111.9355529 33.4212738, -111.935939 33.4212684, -111.9359477 33.4217337, -111.9359481 33.4218384))","POINT (-111.93574940300793 33.42155621699843)",,
,429,552263222,,,bicycle_parking,,,"POLYGON ((-111.9307373 33.4226825, -111.9304292 33.4226892, -111.9304276 33.4226643, -111.9304619 33.4226644, -111.9304497 33.4225251, -111.9307341 33.4225036, -111.9307373 33.4226825))","POINT (-111.93059562446868 33.42260054921793)",,
,430,958965010,,yes,,,,"POLYGON ((-111.928039 33.412704, -111.927848 33.412703, -111.927848 33.412746, -111.927918 33.412746, -111.927918 33.412775, -111.928226 33.412777, -111.928227 33.4126721, -111.9280762 33.4126678, -111.928039 33.412704))","POINT (-111.92806694397466 33.41272864892349)",,
,431,977418836,,,,pitch,,"POLYGON ((-111.9268998 33.425381, -111.926783 33.4253813, -111.9267822 33.425167, -111.9268989 33.4251666, -111.9268998 33.425381))","POINT (-111.92684097961292 33.425273990225286)",,
,432,977418837,,,,pitch,,"POLYGON ((-111.926901 33.4249666, -111.9267842 33.4249669, -111.9267834 33.4247526, -111.9269001 33.4247523, -111.926901 33.4249666))","POINT (-111.92684217507234 33.424859615296036)",,
,433,977418838,,,,pitch,,"POLYGON ((-111.9270964 33.4249646, -111.9269796 33.4249649, -111.9269788 33.4247505, -111.9270955 33.4247502, -111.9270964 33.4249646))","POINT (-111.92703757507235 33.42485756530317)",,
,434,977418839,,,,pitch,,"POLYGON ((-111.9272942 33.4249687, -111.9271775 33.424969, -111.9271767 33.4247546, -111.9272934 33.4247543, -111.9272942 33.4249687))","POINT (-111.92723544999998 33.42486165)",,
,435,986106432,,,,pitch,,"POLYGON ((-111.9314843 33.4168619, -111.9313596 33.4168627, -111.9313556 33.4164467, -111.9314804 33.4164459, -111.9314843 33.4168619))","POINT (-111.93141997472013 33.41665427221289)",,
,436,986106434,,,,fitness_station,,"POLYGON ((-111.9314721 33.4172457, -111.9313762 33.4172432, -111.9313802 33.4171335, -111.9314762 33.4171359, -111.9314721 33.4172457))","POINT (-111.93142618280295 33.41718956601911)",,
,437,1019578761,,carport,,,,"POLYGON ((-111.9339732 33.4141555, -111.934714 33.414151, -111.9347135 33.4140955, -111.9339727 33.4141001, -111.9339732 33.4141555))","POINT (-111.9343434613253 33.41412552431061)",,
,438,1078715173,,carport,,,,"POLYGON ((-111.9196329 33.4229389, -111.9196321 33.4231589, -111.9196861 33.4231591, -111.9196869 33.4229391, -111.9196329 33.4229389))","POINT (-111.91965949999997 33.42304899999999)",,
,439,1089790520,,,parking,,,"POLYGON ((-111.9275279 33.4148696, -111.9275277 33.4148486, -111.9274625 33.4148492, -111.9274627 33.4148702, -111.9275279 33.4148696))","POINT (-111.9274952 33.414859400000005)",,
,440,1089790523,,,parking,,,"POLYGON ((-111.9279022 33.4148649, -111.927902 33.4148439, -111.9278368 33.4148444, -111.927837 33.4148654, -111.9279022 33.4148649))","POINT (-111.92786950000001 33.41485465)",,
,441,1089790525,,,parking,,,"POLYGON ((-111.9281876 33.4148629, -111.9281873 33.4148426, -111.9281156 33.4148435, -111.9281159 33.4148638, -111.9281876 33.4148629))","POINT (-111.9281516 33.4148532)",,
,442,1089790526,,,parking,,,"POLYGON ((-111.9282634 33.4148633, -111.9282632 33.4148421, -111.928206 33.4148424, -111.9282061 33.4148637, -111.9282634 33.4148633))","POINT (-111.92823465270922 33.41485287825126)",,
,443,1089790542,,,parking,,,"POLYGON ((-111.9300661 33.4148456, -111.9300658 33.4148246, -111.9300006 33.4148251, -111.9300009 33.4148461, -111.9300661 33.4148456))","POINT (-111.93003335 33.414835350000004)",,
,444,1096226861,,yes,shelter,,,"POLYGON ((-111.9311141 33.4148882, -111.9311728 33.4148868, -111.9311719 33.4148606, -111.9311132 33.414862, -111.9311141 33.4148882))","POINT (-111.931143 33.4148744)",,
,445,1123074241,,,bicycle_parking,,,"POLYGON ((-111.9385148 33.4178612, -111.938498 33.4178609, -111.938499 33.4178077, -111.9385158 33.4178079, -111.9385148 33.4178612))","POINT (-111.93850690261905 33.417834425535005)",,
,446,1123505280,,,bicycle_parking,,,"POLYGON ((-111.9276919 33.4121282, -111.9277537 33.4120807, -111.9277537 33.4119509, -111.9277213 33.4119208, -111.9275835 33.4120367, -111.9276919 33.4121282))","POINT (-111.92768941964368 33.41202809214274)",,
,447,1124306337,,,bicycle_parking,,,"POLYGON ((-111.9330804 33.418512, -111.9330812 33.4184998, -111.9329468 33.4185017, -111.9329487 33.4185933, -111.9329689 33.4185931, -111.9329668 33.4185409, -111.9329839 33.4185395, -111.9329853 33.418512, -111.9330804 33.418512))","POINT (-111.93298445449172 33.41852963850624)",,
,448,1125253233,,,bicycle_parking,,,"POLYGON ((-111.9371464 33.4184303, -111.9371472 33.418516, -111.9371625 33.4185159, -111.9371616 33.4184302, -111.9371464 33.4184303))","POINT (-111.93715442547418 33.418473146827495)",,
,449,1125517492,,,bicycle_parking,,,"POLYGON ((-111.9327967 33.4195418, -111.9328816 33.4195412, -111.9328809 33.4194734, -111.932796 33.4194741, -111.9327967 33.4195418))","POINT (-111.93283881044127 33.41950762485135)",,
,450,1125520822,,,bicycle_parking,,,"POLYGON ((-111.9314434 33.4207101, -111.9314455 33.420769, -111.9316496 33.4207685, -111.9316443 33.4207061, -111.9314434 33.4207101))","POINT (-111.93154668759594 33.4207384885658)",,
Lot 40W,451,1126119304,,,parking,,,"POLYGON ((-111.9300555 33.4158595, -111.9302739 33.4156384, -111.930197 33.4155962, -111.9300616 33.4155777, -111.9299888 33.4155794, -111.9299727 33.4158595, -111.9300555 33.4158595))","POINT (-111.93008746652241 33.4157005788859)",,
,452,1127404045,,,bicycle_parking,,,"POLYGON ((-111.9390847 33.4232505, -111.9390847 33.4233124, -111.9389645 33.4233123, -111.9389646 33.4232504, -111.9390847 33.4232505))","POINT (-111.93902462498306 33.42328140429323)",,
,453,1127574122,,,bicycle_parking,,,"POLYGON ((-111.9344656 33.4213722, -111.9344414 33.4213724, -111.9344396 33.4212197, -111.9344637 33.4212195, -111.9344656 33.4213722))","POINT (-111.93445257564922 33.42129600268614)",,
,454,1127584932,,,,outdoor_seating,,"POLYGON ((-111.9354331 33.4187408, -111.935433 33.4189794, -111.9352894 33.4189785, -111.9351386 33.4189775, -111.9351398 33.4189615, -111.9351391 33.4188565, -111.9351394 33.418743, -111.9354331 33.4187408))","POINT (-111.93528661680239 33.418860158416194)",,
,455,1130703206,,,bicycle_parking,,,"POLYGON ((-111.9316172 33.419817, -111.9315904 33.4198175, -111.9315894 33.4198843, -111.9314829 33.4198842, -111.9314839 33.4199798, -111.9316143 33.4199775, -111.9316172 33.419817))","POINT (-111.9315558162389 33.419921161356285)",,
,456,1130708875,,,bicycle_parking,,,"POLYGON ((-111.9268254 33.4155138, -111.9267547 33.4155133, -111.9267553 33.4154506, -111.926826 33.4154511, -111.9268254 33.4155138))","POINT (-111.92679035000002 33.4154822)",,
,457,1130708885,,roof,,,,"POLYGON ((-111.9283745 33.4158221, -111.9283243 33.4158212, -111.9283248 33.4154726, -111.9283747 33.4154719, -111.9283745 33.4158221))","POINT (-111.92834959391647 33.415647125495674)",,
,458,1159757504,,roof,,,,"POLYGON ((-111.9325484 33.4239742, -111.9325461 33.4236596, -111.9336507 33.4236541, -111.9336575 33.4246007, -111.9331049 33.4246035, -111.9331038 33.4244525, -111.9330337 33.4244529, -111.9330325 33.424288, -111.9326868 33.4242898, -111.9326857 33.424137, -111.9326184 33.4241374, -111.9326172 33.4239739, -111.9325484 33.4239742))","POINT (-111.93317616780222 33.42406746427965)",,
,459,,69669,residential,,,,"MULTIPOLYGON (((-111.9357312 33.4153402, -111.9353964 33.4153402, -111.9353964 33.4155336, -111.9357312 33.4155336, -111.9357312 33.4153402)))","POINT (-111.93556380000003 33.4154369)",,
Business Administration,460,28821988,,university,,,,"POLYGON ((-111.9342417 33.4166609, -111.9342432 33.4162508, -111.9347947 33.4162521, -111.9347933 33.4166664, -111.9345741 33.4166658, -111.9345729 33.4170029, -111.9343074 33.4170023, -111.9343079 33.416699, -111.9343086 33.416661, -111.9342417 33.4166609))","POINT (-111.93449655439528 33.41656424357537)",,
Interdisciplinary Science and Technology 2,461,28866736,,university,,,,"POLYGON ((-111.9300719 33.4211857, -111.9300725 33.4210728, -111.9300224 33.4210726, -111.9300227 33.4209997, -111.9300704 33.4209999, -111.9300709 33.4208939, -111.9296403 33.4208925, -111.9291229 33.4208907, -111.9291223 33.421004, -111.9291785 33.4210042, -111.9291782 33.4210631, -111.9291174 33.4210628, -111.9291168 33.4211824, -111.9300719 33.4211857))","POINT (-111.9295953725722 33.42103853843291)",,
Armstrong Hall,462,28878404,,university,,,,"POLYGON ((-111.9290593 33.4181001, -111.929158 33.4178494, -111.929139 33.4177492, -111.9291163 33.4177516, -111.9291137 33.4177315, -111.929101 33.4177317, -111.9290515 33.4175029, -111.9292393 33.4174763, -111.9292515 33.4175367, -111.9292445 33.4175381, -111.9292643 33.4176134, -111.9292841 33.4176103, -111.9292998 33.4175814, -111.929321 33.4175556, -111.9293725 33.4175198, -111.9294326 33.4174912, -111.9294755 33.4174912, -111.9295442 33.4175055, -111.9295871 33.4175556, -111.9296204 33.4175413, -111.9296368 33.4174747, -111.9298204 33.4174978, -111.9297709 33.4177583, -111.9297384 33.4177881, -111.9297333 33.4178509, -111.9298325 33.4180918, -111.9297153 33.4181288, -111.9296846 33.4180711, -111.9296611 33.4180781, -111.929639 33.4180849, -111.9295896 33.4180863, -111.9295838 33.4181247, -111.9295678 33.4181531, -111.929548 33.4181721, -111.929496 33.4181991, -111.9294415 33.4182087, -111.9293892 33.4181983, -111.9293429 33.4181734, -111.9293066 33.418126, -111.9292973 33.4180848, -111.9292447 33.4180863, -111.9292006 33.4180734, -111.9291722 33.4181358, -111.9290593 33.4181001))","POINT (-111.9294442030422 33.41781959359583)",,
,463,30406571,,yes,,,,"POLYGON ((-111.9362434 33.4216254, -111.9362967 33.4215801, -111.9363656 33.4215572, -111.9364382 33.4216272, -111.9364754 33.4216254, -111.9365174 33.4216684, -111.9365264 33.4216971, -111.9365174 33.4217257, -111.9364924 33.4217544, -111.9364574 33.421783, -111.9364064 33.4218045, -111.9363544 33.4218117, -111.9363204 33.4218045, -111.9362865 33.4217924, -111.9362667 33.4217681, -111.9362627 33.4217419, -111.9362798 33.4216998, -111.9362434 33.4216254))","POINT (-111.93637692474836 33.42169259102343)",,
Willow Hall,464,338921488,,dormitory,,,,"POLYGON ((-111.9270768 33.4159782, -111.9270791 33.4165666, -111.926996 33.4165654, -111.9269947 33.4165778, -111.9269196 33.4165778, -111.926919 33.4160423, -111.9269196 33.416015, -111.926821 33.4160131, -111.9268206 33.4159922, -111.9268261 33.415978, -111.9269212 33.4159783, -111.9270768 33.4159782))","POINT (-111.92699367671169 33.416265519109075)",,
,465,386274094,,roof,,,,"POLYGON ((-111.927828 33.4169642, -111.9274073 33.4169628, -111.9272849 33.4169621, -111.9272664 33.4169623, -111.9272674 33.4179313, -111.9278326 33.4179265, -111.927828 33.4169642))","POINT (-111.92754826890273 33.41744658195962)",,
,466,386274096,,roof,,,,"POLYGON ((-111.9271984 33.4183686, -111.9266297 33.4183689, -111.9266258 33.4179208, -111.9266269 33.4178217, -111.9266223 33.417009, -111.9268088 33.4170101, -111.9268074 33.4169608, -111.9271944 33.4169621, -111.9271984 33.4183686))","POINT (-111.92691319009755 33.417672187636256)",,
,467,386276921,,roof,,,,"POLYGON ((-111.9216646 33.4231922, -111.921452 33.4231925, -111.9214518 33.4230839, -111.9216643 33.4230836, -111.9216646 33.4231922))","POINT (-111.92155817503284 33.42313805425778)",,
Centerpoint,468,543997788,,yes,,,,"POLYGON ((-111.9411651 33.4240602, -111.9411183 33.4240591, -111.9411167 33.4240963, -111.9409407 33.4240979, -111.940939 33.4240604, -111.9408913 33.4240584, -111.9408859 33.423914, -111.9405517 33.4239153, -111.9405523 33.4236732, -111.9411585 33.4236799, -111.9411651 33.4240602))","POINT (-111.9408965191451 33.423845421912766)",,
,469,544156252,,,parking,,,"POLYGON ((-111.939493 33.4174471, -111.939493 33.4174208, -111.9383209 33.4174309, -111.9383208 33.4174582, -111.939493 33.4174471))","POINT (-111.9389032834892 33.41743928311793)",,
,470,544156283,,,parking,,,"POLYGON ((-111.9260163 33.4238116, -111.9258615 33.4238123, -111.9258616 33.4237873, -111.9232208 33.4237773, -111.9232262 33.4241403, -111.9245403 33.4241378, -111.9245404 33.4239203, -111.9258069 33.4239207, -111.9258047 33.4243973, -111.9259169 33.4243945, -111.9259156 33.4243706, -111.9260137 33.4243707, -111.9260163 33.4238116))","POINT (-111.92448967037465 33.42395672137683)",,
,471,544156287,,,parking,,,"POLYGON ((-111.9230795 33.4240993, -111.9227892 33.4240973, -111.9227375 33.4240541, -111.9227041 33.4240262, -111.9226441 33.4240262, -111.9226491 33.424515, -111.9230895 33.4245192, -111.9230795 33.4240993))","POINT (-111.92285952532991 33.424298790913646)",,
,472,544161291,,,parking,,,"POLYGON ((-111.9329247 33.4188989, -111.9329101 33.4186777, -111.9327798 33.4186773, -111.932789 33.4188597, -111.9328511 33.4188704, -111.9328639 33.4189267, -111.9328213 33.4189482, -111.9328228 33.4194461, -111.932909 33.4194469, -111.9329086 33.4193384, -111.9329263 33.41931, -111.9329247 33.4188989))","POINT (-111.932866593771 33.41903982232961)",,
,473,544659799,,,parking,,,"POLYGON ((-111.9294656 33.4225135, -111.9292896 33.4223845, -111.9292074 33.422357, -111.9292177 33.4223366, -111.9293628 33.4222252, -111.9294704 33.4222558, -111.9294988 33.4222306, -111.9295624 33.4223063, -111.9296054 33.4224081, -111.9294656 33.4225135))","POINT (-111.92942671422227 33.42235695404198)",,
Campus Children's Center,474,544915196,,yes,,,,"POLYGON ((-111.9246522 33.4201054, -111.924475 33.4200109, -111.9247245 33.419685, -111.9249017 33.4197796, -111.9246522 33.4201054))","POINT (-111.924688353161 33.419895214953186)",,
,475,552261821,,,,garden,,"POLYGON ((-111.9324654 33.4222758, -111.9324217 33.4222853, -111.9323352 33.4223039, -111.9322973 33.4223121, -111.9322164 33.4223337, -111.9322299 33.4223411, -111.932332 33.4223384, -111.9323367 33.4224543, -111.9323626 33.4224545, -111.9324523 33.4224549, -111.9325559 33.4224553, -111.9325711 33.4224405, -111.9325872 33.4224263, -111.9324654 33.4222758))","POINT (-111.93243016472472 33.42237558981122)",,
,476,552261825,,,,garden,,"POLYGON ((-111.9331771 33.4226492, -111.9331706 33.4226115, -111.9331707 33.4225759, -111.9331889 33.4225345, -111.933229 33.4224854, -111.9331027 33.4224868, -111.9330959 33.4225018, -111.9331257 33.4225751, -111.933136 33.4226164, -111.9331445 33.4226499, -111.9331771 33.4226492))","POINT (-111.93315353508642 33.42254614058732)",,
,477,552263211,,,,garden,,"POLYGON ((-111.9312454 33.4221499, -111.9311653 33.4222972, -111.9311762 33.422323, -111.9310744 33.4224217, -111.9308069 33.4223048, -111.9308014 33.4221529, -111.9312454 33.4221499))","POINT (-111.93101010833114 33.422257168104515)",,
,478,552418118,,,,park,,"POLYGON ((-111.9387411 33.4164031, -111.938687 33.4163728, -111.9386502 33.4164514, -111.9386085 33.4165186, -111.9385433 33.4165866, -111.9385813 33.4166041, -111.9386067 33.4166133, -111.9386899 33.4164836, -111.9387411 33.4164031))","POINT (-111.93864756796037 33.41649762279126)",,
,479,552419475,,,,park,,"POLYGON ((-111.9381134 33.4155116, -111.9379991 33.4155569, -111.9379641 33.4154949, -111.9379416 33.4154177, -111.9379241 33.4153752, -111.9378941 33.4153356, -111.9378649 33.4153042, -111.9378399 33.4152639, -111.9378457 33.4152263, -111.9378832 33.4152152, -111.9379149 33.4152346, -111.9379791 33.4153091, -111.9380567 33.4154267, -111.9381134 33.4155116))","POINT (-111.93797325284955 33.415391951947825)",,
,480,552419480,,,,park,,"POLYGON ((-111.9373001 33.4162265, -111.9373156 33.4162392, -111.9373175 33.416255, -111.9373101 33.4162673, -111.9372942 33.4162737, -111.9372715 33.416274, -111.937208 33.4162592, -111.9371962 33.4162538, -111.9371932 33.4162458, -111.9371979 33.4162371, -111.9372104 33.4162319, -111.9372622 33.4162254, -111.9372874 33.416224, -111.9373001 33.4162265))","POINT (-111.9372609502706 33.4162482684862)",,
,481,552420571,,,,garden,,"POLYGON ((-111.9393922 33.4184189, -111.9392645 33.4184208, -111.9392135 33.4184306, -111.9391437 33.4184295, -111.9390775 33.418424, -111.9390011 33.418407, -111.9389155 33.4183755, -111.93882 33.4183178, -111.9387928 33.4182735, -111.9388342 33.4182639, -111.9388756 33.4182476, -111.9389134 33.4182236, -111.9389488 33.4181826, -111.9389652 33.4181495, -111.9390869 33.4181458, -111.939091 33.4183177, -111.9394324 33.4183205, -111.9394328 33.4183478, -111.9393942 33.4183485, -111.9393943 33.418371, -111.9393949 33.4184104, -111.9393922 33.4184189))","POINT (-111.93908384648317 33.41831802394427)",,
,482,552634942,,,fountain,,,"POLYGON ((-111.9340681 33.4171549, -111.9340589 33.4171488, -111.9340525 33.4171406, -111.9340497 33.417131, -111.9340508 33.4171213, -111.9340556 33.4171123, -111.9340637 33.4171052, -111.934074 33.4171006, -111.9340856 33.4170991, -111.9340972 33.4171008, -111.9341074 33.4171055, -111.9341153 33.4171128, -111.9341199 33.4171217, -111.9341208 33.4171315, -111.9341178 33.4171409, -111.9341114 33.4171491, -111.934102 33.4171551, -111.9340909 33.4171582, -111.9340792 33.4171581, -111.9340681 33.4171549))","POINT (-111.93408527562622 33.417128826816516)",,
,483,552634948,,,bicycle_parking,,,"POLYGON ((-111.9332697 33.4171939, -111.9332974 33.4172341, -111.9333237 33.4172271, -111.9333829 33.4173221, -111.9331405 33.4173242, -111.9330958 33.4172572, -111.9332697 33.4171939))","POINT (-111.933238515225 33.417272971407094)",,
